작가,작품수,평균문장길이_자수,문장길이편차_자수,평균문장길이_어절,평균어절길이_글자수,어휘다양도_TTR,명사_TTR,용언_TTR,명사형종결_비율,계사형종결_비율,동사형종결_비율,기타종결_비율,명사_비율,동사_비율,형용사_비율,수식언_비율,조사_비율,어미_비율,일반명사_비율,의존명사_비율,일반동사_비율,보조동사_비율,일반형용사_비율,보조형용사_비율,관형사형어미_비율,명사형어미_비율,주요종결어미
이범선,5,19.417702257164596,16.430357368666616,7.123002789753994,2.7372635944370955,0.1866787222860118,0.32615562374842566,0.3073556381322325,0.04015852047556143,0.1846763540290621,0.6306472919418759,0.14451783355350067,0.23782334935211177,0.11359058539912134,0.01254539975575328,0.06502672439770979,0.16542164279710075,0.21912420104359961,0.16802271177300915,0.023473061489905,0.09114843539357029,0.02244215000555106,0.01254539975575328,0.0,0.04490016018778449,0.0029182725095557565,"다/EF, 어요/EF, ᆫ다/EF"
이인성,3,24.9124847001224,61.78365977543006,8.82435740514076,2.8524280008408662,0.20076131459206314,0.37399590609380784,0.36740031418745606,0.050032916392363395,0.16392363396971693,0.6129032258064516,0.17314022383146807,0.23938059814786702,0.1162289357826021,0.014695612570214059,0.058812813116745105,0.16074085319568848,0.22249886139365416,0.17695460756034614,0.020646728404432973,0.09032943676939426,0.025899499013207834,0.014695612570214059,0.0,0.056869591619857295,0.00631546986488538,"다/EF, ᆫ다/EF, 어/EF"
이청준,4,34.159870329295345,22.59719457767585,11.917249616106467,2.8687634331566128,0.12923049821777868,0.2455450486160486,0.1969009138672761,0.006563775057654781,0.3241085683874401,0.5465673230441724,0.12276033351073266,0.26117869314918113,0.10400684188356034,0.017385532479799848,0.0621322168468618,0.18379265008105589,0.21869774447607254,0.1845138560906805,0.031426711428243194,0.06919110044548832,0.03481574143807202,0.017385532479799848,0.0,0.05954098109546725,0.0052526773975313055,"다/EF, ᆸ니다/EF, 어요/EF"
이태준,19,25.749208123719022,27.199716245596704,9.215204024594746,2.8024821544451655,0.23776431425574043,0.4290214139604814,0.35662908525208786,0.021220159151193633,0.20778072502210435,0.650972590627763,0.12002652519893899,0.24621636771300448,0.12062079596412556,0.014495165358744394,0.05757777466367713,0.16231081838565023,0.21836463004484305,0.1696153307174888,0.03211708239910314,0.09989840246636772,0.020722393497757848,0.014486406950672645,8.758408071748879e-06,0.048372687780269055,0.004484304932735426,"다/EF, ᆫ다/EF, 어요/EF"
이혜경,8,26.46417059261096,18.966863143604304,8.936523679642946,2.961678275106141,0.2075089072687467,0.40769419074686636,0.335579403537133,0.0630379746835443,0.20075949367088608,0.6156962025316456,0.12050632911392405,0.25046631879677944,0.12132552593676953,0.015795811394706396,0.04597076948504238,0.16537199253889925,0.2355323117606781,0.18959695889311265,0.02398885557103393,0.09577833919675112,0.025547186740018418,0.015795811394706396,0.0,0.06991240289944042,0.004285410714707341,"다/EF, ᆫ다/EF, 어/EF"
이호철,8,33.845347020754296,37.14401313208708,11.304842669047087,2.9975491649372468,0.17939676648137798,0.332840282429795,0.26292539372958695,0.021777221526908634,0.2785982478097622,0.5687108886107635,0.1309136420525657,0.25389421358165504,0.10648439760984661,0.013457380705129297,0.07951005260380313,0.15181900205989002,0.216756609523161,0.17878483512367851,0.033741339098755554,0.08164655010980405,0.02483784750004256,0.013448868762874313,8.511942254983741e-06,0.04843295143085749,0.0038388859569976675,"다/EF, 어/EF, 지요/EF"
이효석,3,23.791666666666668,14.714495568347488,8.164855072463768,2.9184444444444444,0.29020835190580035,0.4804286462577115,0.5233353894964476,0.0260707635009311,0.19925512104283055,0.6666666666666666,0.10800744878957169,0.25792493650644344,0.11805098297432039,0.01900103470981093,0.049760135452920705,0.1696924089925689,0.2306462233091901,0.2071300912425924,0.028689681121249175,0.101589690527702,0.01646129244661838,0.01900103470981093,0.0,0.05662684601636723,0.004326968300253974,"다/EF, ᆫ다/EF, 지/EF"
전상국,2,22.84220779220779,17.0096354758636,8.007792207792209,2.852728894655746,0.16006691398127854,0.31419878620347835,0.2642424689572743,0.0199468085106383,0.2360372340425532,0.5871010638297872,0.15691489361702127,0.24517935258092738,0.11489063867016623,0.014033245844269467,0.053648293963254594,0.16279965004374453,0.2373053368328959,0.16566929133858269,0.02764654418197725,0.08167979002624672,0.03321084864391951,0.014033245844269467,0.0,0.05798775153105862,0.006404199475065617,"다/EF, 어/EF, ᆫ다/EF"
정종명,6,25.827910174152155,19.992395211723352,8.884051329055913,2.908835180716673,0.1248866141275221,0.2651528038912169,0.1929083962164886,0.016656891495601175,0.23870967741935484,0.567741935483871,0.176891495601173,0.246354628212358,0.10887778941432369,0.015369831167784925,0.060748524012843676,0.15849742781185625,0.2324003636740284,0.17299259992404276,0.022643311735392618,0.0818611824009391,0.027016607013384587,0.015369831167784925,0.0,0.05384907527822214,0.004223682544797505,"다/EF, 어요/EF, ᆫ다/EF"
조선작,2,26.356073211314477,18.00114621663789,9.061564059900167,2.9085567388909292,0.16488583510833266,0.31262687145375545,0.27920478690712414,0.0033984706881903144,0.23279524214103653,0.5548003398470688,0.20900594732370434,0.24711352799779326,0.11183355006501951,0.014304291287386216,0.05524687709343106,0.1625881703905111,0.23805020293966977,0.17054813413721087,0.0255349332072349,0.08661386294676282,0.02521968711825669,0.014304291287386216,0.0,0.05240966229262718,0.004846908618039957,"다/EF, 어/EF, 야/EF"
차현숙,9,20.79632666448016,15.219057709528862,7.490160708428993,2.784349888025293,0.1745839065306006,0.33547595613315906,0.28210975211360584,0.030821917808219176,0.13732876712328768,0.6873287671232877,0.14452054794520547,0.24796051676585862,0.11866260221609329,0.018086805051531426,0.051492717859389366,0.17298108095030726,0.2193932355929743,0.17260366768277932,0.024415735230076934,0.09107272463347366,0.027589877582619635,0.018086805051531426,0.0,0.05390235641360623,0.003590264673150433,"다/EF, ᆫ다/EF, 어/EF"
채만식,6,26.79982756143124,26.788818113978532,9.737605977870384,2.760713492709644,0.17251909633100904,0.3375643529141558,0.21910890413512596,0.05154639175257732,0.23227116526085598,0.5326460481099656,0.18353639487660106,0.25270350525690644,0.11539089063937817,0.014037995914558139,0.06494938881528713,0.14717380096197144,0.2073002799767665,0.17175171477611648,0.03526140954270462,0.0945851579682432,0.02080573267113498,0.014037995914558139,0.0,0.04474407251985616,0.004601016792079725,"다/EF, ᆸ니다/EF, 습니다/EF"
